spotify_track_uri,ts_x,username,platform,ms_played_x,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name_x,master_metadata_album_artist_name_x,master_metadata_album_album_name_x,reason_start,reason_end,shuffle,skipped,offline,track_id,master_metadata_track_name_y,master_metadata_album_artist_name_y,master_metadata_album_album_name_y,ts_y,ms_played_y,Track URI,Track Name_releases,Artist URI(s)_releases,Artist Name(s)_releases,Album URI_releases,Album Name_releases,Album Artist URI(s)_releases,Album Artist Name(s)_releases,Album Release Date_releases,Album Image URL_releases,Disc Number_releases,Track Number_releases,Track Duration (ms)_releases,Track Preview URL_releases,Explicit_releases,Popularity_releases,ISRC_releases,Added By_releases,Added At_releases,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
spotify:track:74v6wARdz8PGlBxjM2WqyG,2017-04-24 11:48:31+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",109818,SE,,,Like A Soccer Mom,Ski Mask The Slump God,Slaps For My Drop-Top Mini-Van,trackdone,,False,False,True,74v6wARdz8PGlBxjM2WqyG,Like A Soccer Mom,Ski Mask The Slump God,Slaps For My Drop-Top Mini-Van,2019-10-04 17:40:36+00:00,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:76QLGx0NleOYqkDtL7HKIA,2017-04-24 11:48:31+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",234160,SE,,,Close Your Eyes (And Count to Fuck) [feat. Zack De La Rocha],Run The Jewels,Run the Jewels 2,clickrow,,False,False,True,76QLGx0NleOYqkDtL7HKIA,Close Your Eyes (And Count to Fuck) [feat. Zack De La Rocha],Run The Jewels,Run the Jewels 2,2017-04-22 22:49:58+00:00,234160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:4qbPYIqTwAf5OIzrRLQ49q,2017-04-24 11:48:31+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",127854,SE,,,Layla,Derek & The Dominos,An Anthology,trackdone,,False,False,True,4qbPYIqTwAf5OIzrRLQ49q,Layla,Derek & The Dominos,An Anthology,2017-02-09 09:33:23+00:00,185102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3orVdzdC8pngOgbuAvOi0y,2017-04-24 11:48:31+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",153466,SE,,,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),A$AP Ferg,ALWAYS STRIVE AND PROSPER,trackdone,,False,False,True,3orVdzdC8pngOgbuAvOi0y,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),A$AP Ferg,ALWAYS STRIVE AND PROSPER,2019-08-08 11:17:17+00:00,997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:0C2VkDhcHb9FTT9yptnjRs,2017-04-24 11:48:31+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",240459,SE,,,Flex,Playboi Carti,Playboi Carti,trackdone,,False,False,True,0C2VkDhcHb9FTT9yptnjRs,Flex,Playboi Carti,Playboi Carti,2017-04-22 22:40:59+00:00,28040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6gpcs5eMhJwax4mIfKDYQk,2017-04-24 11:48:31+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",230813,SE,,,Slide (feat. Frank Ocean & Migos),Calvin Harris,Slide (feat. Frank Ocean & Migos),clickrow,,False,False,True,6gpcs5eMhJwax4mIfKDYQk,Slide (feat. Frank Ocean & Migos),Calvin Harris,Slide (feat. Frank Ocean & Migos),2017-04-22 19:18:24+00:00,220130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:27lXiDmV8VbyGDFIDl3vtW,2017-04-24 11:48:31+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",30833,SE,,,Slow Down (feat. Jazzy Amra),Dave East,Kairi Chanel,trackdone,,False,False,True,27lXiDmV8VbyGDFIDl3vtW,Slow Down (feat. Jazzy Amra),Dave East,Kairi Chanel,2017-04-22 22:39:11+00:00,86950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:73HCBO1XCKxNMTZLTFgs8A,2017-04-24 11:48:31+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",30886,SE,,,XXX. FEAT. U2.,Kendrick Lamar,DAMN.,clickrow,,False,False,True,73HCBO1XCKxNMTZLTFgs8A,XXX. FEAT. U2.,Kendrick Lamar,DAMN.,2017-04-15 02:09:56+00:00,254200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:7Lb4aeK6E6QjNBIxxHQGek,2017-04-24 11:49:41+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",118026,SE,,,FEEL.,Kendrick Lamar,DAMN.,clickrow,,False,False,True,7Lb4aeK6E6QjNBIxxHQGek,FEEL.,Kendrick Lamar,DAMN.,2017-04-15 01:45:41+00:00,214826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:0CA3A2LhGO9cdx6z5EETy2,2017-04-24 11:49:41+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",600,SE,,,DUCKWORTH.,Kendrick Lamar,DAMN.,fwdbtn,,False,False,True,0CA3A2LhGO9cdx6z5EETy2,DUCKWORTH.,Kendrick Lamar,DAMN.,2017-04-15 17:13:33+00:00,87460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:5BniTxgyzl4kPkXdiAAiEV,2017-04-24 11:49:43+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",940,SE,,,LUST.,Kendrick Lamar,DAMN.,fwdbtn,,False,False,True,5BniTxgyzl4kPkXdiAAiEV,LUST.,Kendrick Lamar,DAMN.,2017-04-15 02:02:08+00:00,307880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:7dWevR2VsH0kwMavtFZx9X,2017-04-24 11:49:47+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",823,SE,,,Tell a Friend (feat. Curren$y),Freddie Gibbs,Baby Face Killa,fwdbtn,,False,False,True,7dWevR2VsH0kwMavtFZx9X,Tell a Friend (feat. Curren$y),Freddie Gibbs,Baby Face Killa,2019-11-09 21:07:03+00:00,150036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:2AMLUgjBRD61noEhEB1p7x,2017-04-24 11:52:15+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",147068,SE,,,Pronto,Freddie Gibbs,Pronto - EP,fwdbtn,,False,False,True,2AMLUgjBRD61noEhEB1p7x,Pronto,Freddie Gibbs,Pronto - EP,2020-02-12 12:49:09+00:00,72675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3z7O4xSTDTZNI5HvcuzLPs,2017-04-24 11:52:17+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",1015,SE,,,Pronto,Freddie Gibbs,Shadow of a Doubt,fwdbtn,,False,False,True,3z7O4xSTDTZNI5HvcuzLPs,Pronto,Freddie Gibbs,Shadow of a Doubt,2019-08-08 17:30:38+00:00,1230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:2uB9gUU1HLnHckvK2tylJM,2017-04-24 11:52:18+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",1140,SE,,,Deeper,Freddie Gibbs,Piñata,fwdbtn,,False,False,True,2uB9gUU1HLnHckvK2tylJM,Deeper,Freddie Gibbs,Piñata,2019-09-09 18:06:47+00:00,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6Nle9hKrkL1wQpwNfEkxjh,2017-04-24 11:52:20+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",1044,SE,,,Chanel,Frank Ocean,Chanel,fwdbtn,,False,False,True,6Nle9hKrkL1wQpwNfEkxjh,Chanel,Frank Ocean,Chanel,2019-08-15 15:43:39+00:00,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:2q0VexHJirnUPnEOhr2DxK,2017-04-24 11:54:29+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",109115,SE,,,Biking,Frank Ocean,Biking,fwdbtn,,False,False,True,2q0VexHJirnUPnEOhr2DxK,Biking,Frank Ocean,Biking,2019-07-28 21:16:31+00:00,9400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:5HxdHtXf707Nk714Y13j3L,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",18741,SE,,,Crunch Time,Azizi Gibson,Ghost in the Shell,fwdbtn,,True,False,True,5HxdHtXf707Nk714Y13j3L,Crunch Time,Azizi Gibson,Ghost in the Shell,2019-08-27 12:07:03+00:00,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:5AL46kwqlBX7qWP3qUppJe,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",218157,SE,,,PRIDE.,Kendrick Lamar,DAMN.,trackdone,,False,False,True,5AL46kwqlBX7qWP3qUppJe,PRIDE.,Kendrick Lamar,DAMN.,2017-04-15 01:54:04+00:00,275253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3KfSqSfXFgqGb679MMK5Q7,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",2140,SE,,,Winners Circle,Azizi Gibson,Ghost in the Shell,fwdbtn,,True,False,True,3KfSqSfXFgqGb679MMK5Q7,Winners Circle,Azizi Gibson,Ghost in the Shell,2019-08-15 15:43:39+00:00,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:2joSFBp4qDBL480mJ4nEG6,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",1340,SE,,,Love Reign O'er Me - 1996 Remastered Version,The Who,Quadrophenia,fwdbtn,,False,False,True,2joSFBp4qDBL480mJ4nEG6,Love Reign O'er Me - 1996 Remastered Version,The Who,Quadrophenia,2016-05-27 21:51:28+00:00,322290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:7eqoqGkKwgOaWNNHx90uEZ,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",286962,SE,,,Nights,Frank Ocean,Blonde,trackdone,,False,False,True,7eqoqGkKwgOaWNNHx90uEZ,Nights,Frank Ocean,Blonde,2019-09-24 15:04:36+00:00,307151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3xKsf9qdS1CyvXSMEid6g8,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",184516,SE,,,Pink + White,Frank Ocean,Blonde,fwdbtn,,False,False,True,3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,Blonde,2020-01-17 18:13:21+00:00,184516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6gpcs5eMhJwax4mIfKDYQk,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",27975,SE,,,Slide (feat. Frank Ocean & Migos),Calvin Harris,Slide (feat. Frank Ocean & Migos),clickrow,,False,False,True,6gpcs5eMhJwax4mIfKDYQk,Slide (feat. Frank Ocean & Migos),Calvin Harris,Slide (feat. Frank Ocean & Migos),2017-04-22 19:18:24+00:00,220130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:0K9oqDmJBgSFjXU1bUY9Fk,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",67462,SE,,,Super Rich Kids,Frank Ocean,channel ORANGE,trackdone,,False,False,True,0K9oqDmJBgSFjXU1bUY9Fk,Super Rich Kids,Frank Ocean,channel ORANGE,2019-08-08 11:17:17+00:00,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:73HCBO1XCKxNMTZLTFgs8A,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",254200,SE,,,XXX. FEAT. U2.,Kendrick Lamar,DAMN.,clickrow,,False,False,True,73HCBO1XCKxNMTZLTFgs8A,XXX. FEAT. U2.,Kendrick Lamar,DAMN.,2017-04-15 02:09:56+00:00,254200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1RLprbEvp8x9RH9C3SQcxI,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",2087,SE,,,Lakes.,Triple One,The Libertine.,backbtn,,True,False,True,1RLprbEvp8x9RH9C3SQcxI,Lakes.,Triple One,The Libertine.,2017-04-08 11:21:16+00:00,51990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:7ujx3NYtwO2LkmKGz59mXp,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",847,SE,,,HUMBLE.,Kendrick Lamar,DAMN.,fwdbtn,,True,False,True,7ujx3NYtwO2LkmKGz59mXp,HUMBLE.,Kendrick Lamar,DAMN.,2017-04-15 01:57:01+00:00,177000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:2q0VexHJirnUPnEOhr2DxK,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",277520,SE,,,Biking,Frank Ocean,Biking,fwdbtn,,False,False,True,2q0VexHJirnUPnEOhr2DxK,Biking,Frank Ocean,Biking,2019-07-28 21:16:31+00:00,9400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:0XpfHmqTUP4OYlg17DKE0E,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",16309,SE,,,20 Karat Jesus,Freddie Gibbs,You Only Live 2wice,remote,,False,False,True,0XpfHmqTUP4OYlg17DKE0E,20 Karat Jesus,Freddie Gibbs,You Only Live 2wice,2019-08-08 17:30:38+00:00,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3oq2fMcP9NJ4Q8w4AuCLoa,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",43163,SE,,,Abu Dhabi (feat. Kenny Turnup),J $tash,Hood Rich,fwdbtn,,False,False,True,3oq2fMcP9NJ4Q8w4AuCLoa,Abu Dhabi (feat. Kenny Turnup),J $tash,Hood Rich,2017-03-17 15:51:59+00:00,144613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6gpcs5eMhJwax4mIfKDYQk,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",230813,SE,,,Slide (feat. Frank Ocean & Migos),Calvin Harris,Slide (feat. Frank Ocean & Migos),clickrow,,True,False,True,6gpcs5eMhJwax4mIfKDYQk,Slide (feat. Frank Ocean & Migos),Calvin Harris,Slide (feat. Frank Ocean & Migos),2017-04-22 19:18:24+00:00,220130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:7oolFzHipTMg2nL7shhdz2,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",1029,SE,,,Eraser,Ed Sheeran,÷,fwdbtn,,True,False,True,7oolFzHipTMg2nL7shhdz2,Eraser,Ed Sheeran,÷,2019-09-16 19:02:44+00:00,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:74v6wARdz8PGlBxjM2WqyG,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",109818,SE,,,Like A Soccer Mom,Ski Mask The Slump God,Slaps For My Drop-Top Mini-Van,trackdone,,False,False,True,74v6wARdz8PGlBxjM2WqyG,Like A Soccer Mom,Ski Mask The Slump God,Slaps For My Drop-Top Mini-Van,2019-10-04 17:40:36+00:00,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3xKsf9qdS1CyvXSMEid6g8,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",184516,SE,,,Pink + White,Frank Ocean,Blonde,trackdone,,False,False,True,3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,Blonde,2020-01-17 18:13:21+00:00,184516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:5Pk6nUOjKeoDaIDJbUlbcK,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",1768,SE,,,Coke and White Bitches,A$AP Mob,"Hip Hop Early, Vol. 14",fwdbtn,,False,False,True,5Pk6nUOjKeoDaIDJbUlbcK,Coke and White Bitches,A$AP Mob,"Hip Hop Early, Vol. 14",2019-08-01 02:58:37+00:00,304669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:4qbPYIqTwAf5OIzrRLQ49q,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",6302,SE,,,Layla,Derek & The Dominos,An Anthology,trackdone,,False,False,True,4qbPYIqTwAf5OIzrRLQ49q,Layla,Derek & The Dominos,An Anthology,2017-02-09 09:33:23+00:00,185102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6Nle9hKrkL1wQpwNfEkxjh,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",210285,SE,,,Chanel,Frank Ocean,Chanel,clickrow,,False,False,True,6Nle9hKrkL1wQpwNfEkxjh,Chanel,Frank Ocean,Chanel,2019-08-15 15:43:39+00:00,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:16XeptMdlJTWWeIrwEAOvv,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",12342,SE,,,Old Man - 2009 Remaster,Neil Young,Harvest,fwdbtn,,False,False,True,16XeptMdlJTWWeIrwEAOvv,Old Man - 2009 Remaster,Neil Young,Harvest,2019-09-09 18:06:47+00:00,1370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:35xSkNIXi504fcEwz9USRB,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",247320,SE,,,Solo,Frank Ocean,Blonde,trackdone,,False,False,True,35xSkNIXi504fcEwz9USRB,Solo,Frank Ocean,Blonde,2019-09-05 11:07:13+00:00,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:7DX2skZyd0JRIiIhsSYYXn,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",4928,SE,,,Mind's Eye,Wolfmother,Wolfmother,fwdbtn,,False,False,True,7DX2skZyd0JRIiIhsSYYXn,Mind's Eye,Wolfmother,Wolfmother,2017-02-18 17:35:14+00:00,182410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1L94M3KIu7QluZe63g64rv,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",1660,SE,,,Alive,Pearl Jam,Ten,fwdbtn,,False,False,True,1L94M3KIu7QluZe63g64rv,Alive,Pearl Jam,Ten,2019-08-08 17:30:38+00:00,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3KfSqSfXFgqGb679MMK5Q7,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",367,SE,,,Winners Circle,Azizi Gibson,Ghost in the Shell,fwdbtn,,True,False,True,3KfSqSfXFgqGb679MMK5Q7,Winners Circle,Azizi Gibson,Ghost in the Shell,2019-08-15 15:43:39+00:00,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3zzf7EXJdQ6igozFIefQkX,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",3188,SE,,,I Want (feat. 2 Chainz),MadeinTYO,I Want (feat. 2 Chainz),fwdbtn,,False,False,True,3zzf7EXJdQ6igozFIefQkX,I Want (feat. 2 Chainz),MadeinTYO,I Want (feat. 2 Chainz),2019-08-09 19:03:20+00:00,232834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1RLprbEvp8x9RH9C3SQcxI,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",886,SE,,,Lakes.,Triple One,The Libertine.,fwdbtn,,True,False,True,1RLprbEvp8x9RH9C3SQcxI,Lakes.,Triple One,The Libertine.,2017-04-08 11:21:16+00:00,51990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3xvNAeH4DCRmJF0NSp9Cqv,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",436,SE,,,6 Speed.,Triple One,The Libertine.,fwdbtn,,True,False,True,3xvNAeH4DCRmJF0NSp9Cqv,6 Speed.,Triple One,The Libertine.,2017-04-08 11:13:01+00:00,44759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:16XeptMdlJTWWeIrwEAOvv,2017-04-24 16:41:33+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",1330,SE,,,Old Man - 2009 Remaster,Neil Young,Harvest,clickrow,,False,False,True,16XeptMdlJTWWeIrwEAOvv,Old Man - 2009 Remaster,Neil Young,Harvest,2019-09-09 18:06:47+00:00,1370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:0rU1aBF8cQ8xS3H25qWuMz,2017-04-24 17:06:06+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",233044,SE,,,Kill Jill,Big Boi,Kill Jill,clickrow,,True,False,True,0rU1aBF8cQ8xS3H25qWuMz,Kill Jill,Big Boi,Kill Jill,2017-04-24 11:31:19+00:00,254690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:5BniTxgyzl4kPkXdiAAiEV,2017-04-24 17:06:06+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",271653,SE,,,LUST.,Kendrick Lamar,DAMN.,trackdone,,True,False,True,5BniTxgyzl4kPkXdiAAiEV,LUST.,Kendrick Lamar,DAMN.,2017-04-15 02:02:08+00:00,307880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:5GlMC8bPVumVaAVK2bwQZs,2017-04-24 17:06:06+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",1192,SE,,,Them Games,Montana of 300,Gunz n Roses,fwdbtn,,True,False,True,5GlMC8bPVumVaAVK2bwQZs,Them Games,Montana of 300,Gunz n Roses,2019-08-15 15:43:39+00:00,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1haekyuaJcletOIwoh00dg,2017-04-24 17:06:06+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",1098,SE,,,We'll Be Here Soon (Live at St. Pancras Church),Phosphorescent,Muchacho De Lujo,fwdbtn,,True,False,True,1haekyuaJcletOIwoh00dg,We'll Be Here Soon (Live at St. Pancras Church),Phosphorescent,Muchacho De Lujo,2021-04-23 08:08:08+00:00,234756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:34oWbFBfGEElvgO0a5c9V4,2017-04-24 17:06:06+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",165290,SE,,,No Flockin',Kodak Black,No Flockin',backbtn,,True,False,True,34oWbFBfGEElvgO0a5c9V4,No Flockin',Kodak Black,No Flockin',2019-08-08 15:42:09+00:00,161690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:689XjLT6HYhM6Xkvt8PmG3,2017-04-24 17:06:06+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",274158,SE,,,Overflow,Triple One,Overflow,trackdone,,False,False,True,689XjLT6HYhM6Xkvt8PmG3,Overflow,Triple One,Overflow,2017-04-08 13:06:32+00:00,11021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:0rU1aBF8cQ8xS3H25qWuMz,2017-04-24 17:06:06+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",266856,SE,,,Kill Jill,Big Boi,Kill Jill,clickrow,,False,False,True,0rU1aBF8cQ8xS3H25qWuMz,Kill Jill,Big Boi,Kill Jill,2017-04-24 11:31:19+00:00,254690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6dO99TDELg4366kDJ12285,2017-04-24 17:06:06+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",5326,SE,,,High Enough To Carry You Over,CHVRCHES,Every Open Eye,fwdbtn,,True,False,True,6dO99TDELg4366kDJ12285,High Enough To Carry You Over,CHVRCHES,Every Open Eye,2019-08-16 17:25:17+00:00,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3orVdzdC8pngOgbuAvOi0y,2017-04-24 17:06:06+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",64085,SE,,,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),A$AP Ferg,ALWAYS STRIVE AND PROSPER,clickrow,,False,False,True,3orVdzdC8pngOgbuAvOi0y,Yammy Gang (feat. A$AP Mob & Tatiana Paulino),A$AP Ferg,ALWAYS STRIVE AND PROSPER,2019-08-08 11:17:17+00:00,997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:4kOHhcWFVGEQjlwE9G93wv,2017-04-24 17:06:06+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",1116,SE,,,Spatial Separations,Rain Dog,Project Mooncircle 10th Anniversary Compilation,fwdbtn,,True,False,True,4kOHhcWFVGEQjlwE9G93wv,Spatial Separations,Rain Dog,Project Mooncircle 10th Anniversary Compilation,2019-08-15 15:43:39+00:00,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1yQVGmIHNzl3EllWLAovo3,2017-04-24 17:06:06+00:00,willexmen,"Android OS 6.0.1 API 23 (samsung, SM-G930F)",387,SE,,,Wokhardt,Smokepurpp,Wokhardt,fwdbtn,,False,False,True,1yQVGmIHNzl3EllWLAovo3,Wokhardt,Smokepurpp,Wokhardt,2017-04-08 11:20:06+00:00,19599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
